map_acc	map_name	map_start	map_stop	feature_acc	feature_name	feature_aliases	feature_start	feature_stop	feature_type_acc	feature_dbxref_name	feature_dbxref_url	is_landmark	feature_attributes
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1478_b1	AHGS1478_b1		0	0	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1873	AHGS1873		0.2	0.2	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS2850_b1	AHS2850_b1		1.37	1.37	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS3659	AHGS3659		2.394	2.394	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1790_b1	AHGS1790_b1		2.61	2.61	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS3060	AHS3060		3.3	3.3	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_TC24D06	TC24D06		3.3	3.3	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2045	AHGS2045		3.999	3.999	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1403	AHGS1403		4.598	4.598	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2739	AHGS2739		5.675	5.675	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS1913	AHS1913		6.719	6.719	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1516	AHGS1516		7.565	7.565	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1182	AHGS1182		7.943	7.943	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1826	AHGS1826		8.123	8.123	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS2541_b1	AHS2541_b1		8.695	8.695	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2456	AHGS2456		8.948	8.948	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS2850_b2	AHS2850_b2		9.389	9.389	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_Seq4A06	Seq4A06		9.759	9.759	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_Seq4D04	Seq4D04		9.876	9.876	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1771_b1	AHGS1771_b1		10.121	10.121	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1459	AHGS1459		10.213	10.213	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_Seq11E08	Seq11E08		10.329	10.329	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS1688	AHS1688		10.458	10.458	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_Seq7B09	Seq7B09		10.585	10.585	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1820	AHGS1820		10.834	10.834	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS3080	AHGS3080		10.913	10.913	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2292	AHGS2292		10.936	10.936	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2590	AHGS2590		11.029	11.029	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2080	AHGS2080		11.123	11.123	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2560	AHGS2560		11.215	11.215	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1286	AHGS1286		11.326	11.326	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS2085	AHGS2085		11.329	11.329	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS0960	AHS0960		11.375	11.375	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_Ah11	Ah11		11.469	11.469	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHS0471	AHS0471		11.469	11.469	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_TC7D03	TC7D03		11.469	11.469	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_TC13C03	TC13C03		11.482	11.482	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_TC41C11	TC41C11		11.486	11.486	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1821	AHGS1821		11.561	11.561	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_TC16A10	TC16A10		11.622	11.622	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_AHGS1630	AHGS1630		11.642	11.642	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_Seq3C07	Seq3C07		11.642	11.642	SSR			0	
BB_A.ipaensis_x_A.magna_a_BB01	BB01	0	31.406	BB_A.ipaensis_x_A.magna_a_BB01_TC14H09	TC14H09		11.642	11.642	SSR			0	
